"","KH","ATTITUDE_ENG.5","INTEREST_ENG.5","CLASSMATERELATION.5","CAMPUS_CONDITION.5","SATISIFACTION_LEARNING_MATH.5","STRATEGY_MATH.5","THR_MATH_NEW.5","PISA_12_ST81_ENG.5","THR_ENG_NEW.5","HOMEWOK_CORR_MATH","STRATEGE_ENG.5","SATISIFACTION_LEARNING_ENG.5","HOMEWOK_CORR_ENG.5","STUDYINTEREST_MATH.5","STEP_CLASSMATERELATION.5","PISA_12_ST81_MATH.5","MATH_ENG_STRESS_5","MANNERS.5","SOCIAL_MORALS.5","HARD_WORK.5","MP_ADD_5","SOLIDARITY_FRIENDSHIP.5","MORAL_DUTY.5","THRIFTY.5","AWARE.5","SENSE_HONOR.5","GRA_GEOMETRY.5","SELF_PROTECTION.5","ENG_LEVEL_5","ENG5","ENG_LEVE5_KNOWLEDGE_T1","ENG_LEVE5_KNOWLEDGE_T2","MATH_LEVE5_KNOWLEDGE_T1","MATH_LEVE5_KNOWLEDGE_T2","MATH5","MATH_LEVE5_THINKING_T2","MATH_LEVE5_THINKING_T1","ATTITUDE_ENG.9","INTEREST_ENG.9","CLASSMATERELATION.9","STUDYINTEREST_MATH.9","CAMPUS_CONDITION.9","STUDYATTITUDE_MATH_9","SATISIFACTION_LEARNING_MATH.9","STRATEGY_MATH.9","DISCLIMA","THR_MATH_NEW.9","PISA_12_ST81_ENG.9","THR_ENG_NEW.9","SATISIFACTION_LEARNING_ENG.9","STRATEGE_ENG.9","HOMEWOK_CORR_ENG.9","STEP_CLASSMATERELATION.9","PISA_12_ST81_MATH.9","MATH_ENG_STRESS_9","MANNERS.9","SOCIAL_MORALS.9","SENSE_HONOR.9","HARD_WORK.9","SOLIDARITY_FRIENDSHIP.9","MORAL_DUTY.9","THRIFTY.9","AWARE.9","MP_ADD_9","GRA_GEOMETRY.9","SELF_PROTECTION.9","ENG_LEVE9_KNOWLEDGE_T1","ENG_LEVE9_KNOWLEDGE_T2","ENG9","ENG_LEVEL_9","MATH9","MATH_LEVE9_THINKING_T1","MATH_LEVE9_THINKING_T2","MATH_LEVE9_KNOWLEDGE_T1","MATH_LEVE9_KNOWLEDGE_T2"
"140",1052040110,586.23,621.79,663.73,636.77,637.07,707.23,653.13,658.28,665.4,611.31,710.87,680.87,617.38,602.75,4,NA,578.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,774.03,712.18,714.39,568,470.83,576.36,635.52,656.69,493.7,578.24,559.16,577.04,694.1,503.49,496.39,568.21,601.97,524.8,661.81,668.11,490.34,525.01,549.36,3,669.69,609.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.87,523.62,506.97,3,534.38,507.97,567.61,581.53,492.25
"141",1052040111,269.16,342.7,451.28,317.74,449.28,477.53,593.96,422.83,419.61,547.03,415.33,297.66,419.03,489.97,2,514.42,578.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,501.69,502.55,514.05,525.39,503.32,588.63,655.23,649.57,544.56,425.88,559.16,577.04,592.64,544.52,590.92,568.21,512.43,495.98,506.91,500.03,490.34,534.71,483.25,3,532.6,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.07,534.32,576.35,3,668.09,608.73,702.33,664.52,657.71
"142",1052040112,361.96,342.7,588.3,481.7,449.28,495.86,371.64,387.97,383.63,468.75,504.53,457.44,437.47,415.22,4,438.11,659.6,469.57,489.73,436.06,579.17,375.04,511.67,396.26,551.24,398.66,417.41,549.59,3,539.17,541.14,522.28,682.12,692.78,679.34,691.48,649.11,NA,NA,390.55,655.2,NA,581.34,660.65,536.75,NA,NA,NA,NA,NA,NA,NA,1,NA,377.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.9,400.35,387.66,1,362.83,378.32,519.44,413.45,297.94
"143",1052040113,586.23,621.79,588.3,636.77,637.07,650.77,653.13,601.18,665.4,547.03,628.91,555.43,682.82,602.75,4,604.39,639.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,496.28,500.15,473.12,482,534.89,508.49,497.67,532.7,594.11,657.93,620.76,628.6,687.35,636.29,590.92,714.57,601.97,668.3,656.39,661.75,664.81,656.11,552.82,4,664.76,647.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,608.13,651.63,4,561.85,524.25,565.11,560.25,588.4
"144",1052040114,586.23,434.5,375.32,441.04,584.42,516.1,653.13,475.74,534.49,547.03,543.92,589.16,401.13,489.97,1,459.87,548.15,469.57,468.2,483.56,597.72,572.01,511.67,654.75,246.72,398.66,455.17,549.59,4,729.12,726.51,657.06,598.26,499.94,535.63,621.45,447.67,594.11,544.23,477.8,475.7,694.1,590.99,560.57,449.47,601.97,590.58,613.68,451.87,582.32,534.71,668.21,2,669.69,591.88,379.99,548.93,647.35,376.43,452.18,453.63,396.69,579.75,603.5,507.67,386.8,623.31,641.19,612.71,4,581.91,594.28,525.72,578.35,563.44
"145",1052040115,517.63,389.93,522.64,506.95,330.58,444.31,390.08,521.41,489.02,547.03,481.14,340.06,417.06,463.26,3,361.36,548.15,NA,NA,NA,452.74,NA,NA,NA,NA,NA,NA,NA,4,634.32,629.71,662.47,534.7,422.69,501.94,534.85,666.54,493.7,511.46,559.16,289.76,511.44,420.46,343.73,449.47,397.71,555.81,661.81,500.03,522.09,515.57,603.09,3,386.86,600.78,603.06,586.74,588.3,667.44,638.41,547.54,472.91,579.75,494.36,363.33,551.69,503.92,561.96,557.15,3,560.09,556.41,565.06,579.85,474.39
"146",1052040116,418.47,486.39,588.3,317.74,637.07,539.17,408.73,521.41,489.02,547.03,471.65,527.65,529.65,489.97,4,551.98,578.18,469.57,468.2,395.22,523.64,417.46,432.34,378.56,435.51,485.79,455.17,549.59,4,680.7,712.18,607.76,656.96,627.76,761.71,507.94,481.28,594.11,451.92,419.44,500.77,530.27,544.52,560.57,513.41,601.97,524.8,535.26,431.6,457.05,534.71,483.25,2,669.69,538.63,525.23,586.74,588.3,592.08,520.14,474.19,539.91,505.2,560.43,507.67,551.69,457.96,452.59,453.05,2,514.25,409.96,409.25,380.62,552
"147",1052040117,362.83,342.7,517.9,284.45,544.19,397.64,449.98,387.97,362.09,506.7,233.46,NA,346.65,438.57,3,440.06,564.56,NA,NA,NA,583.32,NA,NA,NA,NA,NA,NA,NA,2,459.08,474.88,426.77,534.62,470.83,507.01,507.18,656.69,594.11,451.92,684.68,552.47,592.64,636.29,560.57,548.67,601.97,555.81,NA,NA,422.62,566.24,458.32,NA,501.49,609.34,603.06,487.88,588.3,449.35,638.41,520.18,583.73,579.75,603.5,530.49,551.69,527.71,503.14,513.2,3,572.54,608.86,567.61,581.53,542.28
"148",1052040118,586.23,621.79,375.32,376.78,287.99,204.35,307.86,391.18,509.9,303.53,710.87,633.98,529.65,191.23,1,246.13,447.47,674.68,659.91,483.56,568.52,440.39,544.23,580.19,551.24,415.71,495.92,545.26,4,632.48,662.82,571.02,429.34,408.65,407.62,504.57,425.35,594.11,544.23,514.52,500.77,456.97,590.99,529.45,496.96,512.43,633.71,380.44,556.51,582.32,577.99,483.25,3,501.49,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.48,632.95,607.79,4,626.96,608.73,702.33,627.24,561.28
"149",1052040119,586.23,520.31,663.73,481.7,637.07,539.17,593.96,553.55,565.71,611.31,555.92,527.65,501.75,555.37,4,484.71,590.07,489.27,489.73,512.73,NA,572.01,432.34,378.56,551.24,574.26,519.31,371.68,4,680.7,627.43,714.39,562.31,602.05,574.18,691.48,649.11,594.11,657.93,620.76,526.86,549.67,503.49,560.57,530.55,287.67,677,535.26,588.32,582.32,488.15,483.25,4,406.83,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.96,611.4,590.17,3,587.06,662.44,624.7,636.55,528.39
"150",1052040120,586.23,486.39,481.05,453.95,544.19,460.49,428.4,501.8,246.43,611.31,406.36,527.65,243.6,349.41,3,551.98,496.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,781.16,726.51,713.44,611.83,657.76,641.06,593.21,569.85,403.4,544.23,419.44,500.77,570.14,420.46,529.45,465.17,397.71,424.42,NA,NA,490.34,NA,NA,2,406.83,577.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.53,542.3,582.3,3,561.85,617.29,565.11,604.47,553.82
"151",1052040121,517.63,389.93,481.05,481.7,241.93,365.95,474.64,422.83,470.36,438.27,479.58,457.44,456.94,303.18,3,438.11,610.92,451.86,434.44,436.06,515.195,440.39,432.34,414.94,510.91,522.2,519.31,545.26,2,503.31,492.26,522.28,460.62,499.94,500.92,369.78,569.85,594.11,511.46,446.41,500.77,549.67,636.29,460.85,465.17,512.43,633.71,661.81,500.03,490.34,525.01,512.44,2,618.67,564.62,437.89,586.74,588.3,592.08,486.54,626.76,539.91,505.2,440.48,483.83,551.69,663.23,576.31,596.35,4,598.76,594.28,415.19,604.46,603.85
"152",1052040122,NA,NA,522.64,423.55,544.19,381.77,474.64,NA,NA,547.03,NA,NA,NA,349.41,3,484.71,571.94,420.98,600.37,483.56,358.645,465.42,432.34,435.31,510.91,398.66,373.08,549.59,4,774.03,712.18,714.39,621.62,692.04,658.9,534.85,505.72,594.11,617.92,620.76,552.47,619.15,636.29,560.57,530.55,601.97,633.71,613.68,627.57,422.62,566.24,668.21,4,618.67,538.63,682.35,687.21,647.35,592.08,638.41,679.01,642.99,505.2,184.54,552.71,551.69,656.73,642.35,607.6,4,645.48,608.73,702.33,627.24,606.41
"153",1052040123,586.23,567.66,588.3,636.77,544.19,601.41,504.06,601.18,534.49,693.47,533.02,527.65,634.32,555.37,4,663,496.07,NA,NA,NA,472.34,NA,NA,NA,NA,NA,NA,NA,4,781.16,726.51,713.44,556.92,553.06,537.34,507.94,481.28,594.11,578.24,290.17,289.76,371.19,342.24,423.8,513.41,512.43,405.21,459.09,627.57,582.32,555.21,483.25,1,449.95,591.88,502.23,487.88,647.35,449.35,486.54,520.18,539.91,579.75,503.59,NA,551.69,577.07,557.39,581.66,3,387.65,326.71,301.09,323.48,348.19
"154",1052040124,517.63,486.39,588.3,460.17,421.03,460.49,390.08,457.13,453,503.54,463.82,457.44,478.05,438.57,4,418.22,590.07,420.98,550.49,436.06,517.53,493.63,486.41,435.31,510.91,522.2,519.31,549.59,3,572.37,551.75,662.47,466.65,470.83,493.38,507.18,525.62,544.56,578.24,514.52,429.31,474.8,342.24,496.39,501.47,397.71,424.42,506.91,527.49,732.73,555.21,668.21,3,449.95,629.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.58,456.59,465.69,2,458.53,451.42,481.47,494.22,445.63
"155",1052040125,586.23,567.66,588.3,391.73,421.03,539.17,653.13,658.28,489.02,547.03,604.11,503.13,501.75,519.87,4,663,620.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,680.7,712.18,607.76,591.68,503.32,568.49,443.18,618.6,319.31,281.66,620.76,289.76,474.8,544.52,343.73,341.85,NA,405.21,613.68,446.63,347.93,289.58,472.06,4,459,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.53,382.12,356.41,1,532.25,475.79,702.33,524.46,474.39
"156",1052040126,389.68,389.93,663.73,460.17,691.82,566.63,653.13,387.97,419.61,547.03,513.49,503.13,383.38,654.86,4,380.61,526.81,674.68,659.91,603.79,309.6,621.46,647.25,580.19,656.1,634.15,575.52,549.59,3,550.92,534.71,570.7,584.48,692.78,626.59,643.8,649.11,544.56,617.92,477.8,452.07,474.8,503.49,382.65,480.94,512.43,555.81,506.91,474.61,637.22,525.01,483.25,2,449.95,564.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.39,568.07,557.69,3,491.86,505.55,519.44,469.69,502.09
"157",1052040127,586.23,621.79,481.05,636.77,637.07,601.41,449.98,521.41,509.9,611.31,543.92,555.43,501.75,555.37,3,459.87,578.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,604.64,662.82,548.18,546.38,603.19,564.7,593.21,490.85,594.11,657.93,684.68,697.85,694.1,636.29,677.79,686.21,601.97,677,661.81,668.11,698.3,694.41,668.21,NA,669.69,580.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,666.52,673.64,4,528.01,524.25,565.11,560.25,502.82
"158",1052040128,387.73,367.33,481.05,421.41,392.93,428.63,301.55,496.59,470.36,547.03,504.53,503.13,682.82,349.41,3,429.32,564.56,382.72,397.37,415.15,358.275,493.63,511.67,378.56,397.09,509.75,587.42,371.68,3,599.19,567.77,714.39,555.4,552.93,599.67,621.45,569.85,594.11,657.93,620.76,662.42,694.1,590.99,529.45,731.12,601.97,677,661.81,556.51,490.34,732.26,603.09,4,669.69,538.63,736.16,687.21,647.35,667.44,638.41,679.01,707.61,667.99,360.37,619.63,551.69,519.75,557.39,563.74,3,676.54,641.69,525.72,679.07,603.85
"159",1052040129,586.23,468.12,481.05,636.77,449.28,477.53,449.98,521.41,453,611.31,522.94,457.44,437.47,392.83,3,459.87,610.92,NA,NA,NA,310.71,NA,NA,NA,NA,NA,NA,NA,4,633.16,580.5,713.44,694.53,692.04,726.3,534.85,666.54,544.56,578.24,374.58,526.86,456.97,590.99,620.15,589.88,512.43,524.8,661.81,527.49,457.05,470.11,549.36,1,618.67,449.77,480.1,586.74,588.3,449.35,486.54,679.01,539.91,505.2,360.37,430.75,551.69,604.29,619.07,611.59,4,696.8,692.27,702.33,707.54,606.41
"160",1052040130,539.2,434.5,588.3,583.84,584.42,601.41,593.96,553.55,489.02,468.75,543.92,527.65,437.47,602.75,4,551.98,548.15,570.56,600.37,670.61,350.24,621.46,647.25,654.75,601.61,574.26,488.67,549.59,4,680.83,662.82,662.47,656.96,627.76,649.09,507.94,503.14,594.11,657.93,684.68,697.85,654.64,636.29,750.43,731.12,601.97,633.71,649.25,668.11,490.34,656.22,668.21,NA,569.91,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.31,493.95,509.74,3,546.4,464.6,409.25,448.55,552
"161",1052040131,586.23,621.79,522.64,460.17,509.82,495.86,593.96,521.41,665.4,503.54,710.87,680.87,529.65,508.19,3,484.71,578.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,722.88,712.18,657.93,485.23,548.26,493.38,635.52,369.57,186.89,480.29,620.76,429.31,474.8,364.42,343.73,383,287.67,555.81,613.68,588.32,347.93,412.71,549.36,4,346.47,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,481.31,489.05,2,523.57,608.86,567.61,524.67,542.28
"162",1052040132,568.19,520.31,663.73,636.77,544.19,650.77,653.13,601.18,509.9,611.31,623.86,434.01,595.46,555.37,4,663,590.07,674.68,450.09,670.61,483.12,621.46,647.25,433.39,656.1,574.26,373.08,549.59,4,685.57,631.87,713.44,635.78,503.32,621.42,561.43,649.57,594.11,657.93,684.68,697.85,694.1,636.29,560.57,645.14,601.97,677,661.81,668.11,698.3,694.41,668.21,NA,669.69,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.9,533.18,506.97,3,459.51,424.06,463.86,467.46,391.85
"163",1052040133,586.23,520.31,451.28,583.84,421.03,444.31,449.98,439.74,436.28,468.75,463.82,503.13,437.47,415.22,2,380.61,590.07,NA,NA,NA,379.28,NA,NA,NA,NA,NA,NA,NA,3,546.86,541.14,577.53,449.94,362.2,424.11,565.89,434.85,594.11,657.93,514.52,697.85,694.1,636.29,560.57,589.88,601.97,677,661.81,668.11,552.52,534.71,668.21,3,669.69,538.63,636.43,687.21,588.3,592.08,638.41,626.76,707.61,505.2,360.37,517.17,551.69,613.14,576.31,565.03,3,587.06,548.16,519.44,550.68,601.33
"164",1052040134,494.93,411.95,588.3,362.15,509.82,539.17,504.06,521.41,665.4,611.31,710.87,NA,630.87,482.51,4,514.42,620.58,537.75,375.8,512.73,317.23,417.46,432.34,414.94,656.1,457.75,530.95,549.59,4,774.03,712.18,714.39,504.77,513.73,518.93,497.67,532.7,493.7,272.66,446.41,406.58,619.15,503.49,382.65,417.5,601.97,469.42,506.91,335.52,347.93,451.82,458.32,2,532.6,276.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.57,600.3,568.63,3,588.52,617.29,565.11,604.47,588.4
"165",1052040135,338.76,273.45,481.05,362.15,509.82,566.63,504.06,277.76,246.43,503.54,386.7,340.06,326.57,415.22,3,484.71,564.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,532.65,523.1,540.64,724.16,579.43,621.61,513.74,569.85,403.4,451.92,620.76,552.47,619.15,544.52,560.57,548.67,512.43,524.8,506.91,500.03,522.09,488.15,549.36,4,474.33,564.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.93,503.14,513.2,3,598.76,641.69,525.72,639.27,532.94
"166",1052040136,568.19,621.79,522.64,636.77,691.82,650.77,504.06,658.28,534.49,693.47,710.87,680.87,401.37,519.87,3,514.42,372.19,674.68,659.91,670.61,NA,572.01,647.25,654.75,656.1,634.15,488.67,549.59,3,563.35,541.14,613.23,572.18,527.94,530.05,534.85,505.72,594.11,617.92,684.68,662.42,388.39,590.99,423.8,589.88,601.97,677,661.81,588.32,384.25,534.71,668.21,NA,669.69,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.48,550.69,547.89,3,696.8,692.27,565.06,664.52,657.71
"167",1052040137,586.23,621.79,451.28,636.77,584.42,707.23,653.13,658.28,534.49,611.31,710.87,589.16,617.38,654.86,2,514.42,590.07,NA,NA,NA,690.63,NA,NA,NA,NA,NA,NA,NA,4,722.88,665.2,714.39,723.27,627.76,714.06,507.94,503.14,447.75,425.88,477.8,324.12,371.19,460.4,460.85,363.71,397.71,555.81,NA,NA,347.93,307.55,512.44,2,449.95,449.77,346.25,382.23,421.36,297.76,368.06,415.56,420.05,430.43,624.69,414.32,386.8,431.85,423.77,434.19,2,524.33,464.6,503.3,410.83,522.19
"168",1052040138,495.66,520.31,373.48,481.7,449.28,444.31,428.4,521.41,489.02,438.27,456.01,572.88,384.33,489.97,1,459.87,548.15,382.72,450.09,415.15,351.07,440.39,447.86,435.31,473.11,574.26,519.31,549.59,4,685.57,675.09,657.06,522.72,548.26,618.71,635.52,440.77,594.11,657.93,684.68,697.85,694.1,590.99,648.32,731.12,601.97,677,535.26,668.11,610.54,732.26,603.09,NA,669.69,538.63,682.35,687.21,647.35,592.08,638.41,679.01,539.91,667.99,279.23,399.67,551.69,505.17,476.12,481.74,2,485.07,451.42,567.61,541.45,469.2
"169",1052040139,586.23,621.79,588.3,636.77,478.61,601.41,653.13,601.18,665.4,503.54,710.87,680.87,529.65,602.75,4,514.42,564.56,NA,NA,NA,215.92,NA,NA,NA,NA,NA,NA,NA,3,554.89,511.71,718.35,478.59,503.32,546.34,504.57,578.27,594.11,644.82,684.68,697.85,694.1,636.29,750.43,731.12,601.97,677,661.81,668.11,732.73,638.86,668.21,NA,669.69,144.91,736.16,687.21,647.35,662.79,638.41,679.01,707.61,667.99,184.54,363.33,551.69,613.14,576.31,602.14,4,597.33,556.41,702.33,579.85,561.28
"170",1052040140,586.23,621.79,588.3,636.77,509.82,650.77,504.06,422.83,611.11,547.03,665.83,527.65,469.38,654.86,4,380.61,496.07,617.78,450.09,483.56,NA,621.46,544.23,654.75,510.91,574.26,548.03,549.59,4,722.88,712.18,657.93,609.56,436.63,574.18,513.39,579.73,594.11,400.91,620.76,452.07,456.97,636.29,620.15,513.41,512.43,555.81,459.09,474.61,490.34,470.11,483.25,4,474.33,538.63,480.1,548.93,534.92,398.01,554.58,496.15,503.97,384.45,NA,574.73,551.69,656.73,600.3,621.08,4,664.3,616.44,624.7,636.55,601.33
"171",1052040141,586.23,486.39,588.3,583.84,509.82,516.1,593.96,601.18,509.9,503.54,504.53,480.13,565.14,602.75,4,663,564.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,550.92,580.5,514.05,611.83,657.76,641.06,716.03,569.85,463.78,508.1,395.88,662.42,619.15,636.29,625.51,532.09,601.97,469.42,438.1,491.41,582.32,522.25,483.25,1,449.95,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.07,619.07,676.55,4,561.85,586.56,468.67,539.28,639.34
"172",1052040142,418.47,458.77,588.3,636.77,509.82,495.86,449.98,422.83,453,503.54,710.87,527.65,529.65,463.26,4,399.31,372.19,489.27,600.37,670.61,561.43,621.46,486.41,435.31,510.91,634.15,488.67,549.59,3,531.73,563.19,475.19,657.27,620.54,646.73,621.45,569.85,544.56,544.23,684.68,526.86,549.67,460.4,496.39,480.94,512.43,495.98,535.26,491.41,522.09,497.19,512.44,NA,501.49,449.77,437.89,516.49,534.92,336.77,452.18,434.13,445.24,430.43,529.33,513.61,551.69,575.04,686.42,659.89,4,567.18,594.28,525.72,535.82,672.1
"173",1052050101,338.76,458.77,343.79,538.65,691.82,707.23,504.06,387.97,470.36,611.31,628.91,680.87,456.94,654.86,1,459.87,496.07,338.85,408.14,415.15,545.15,332.99,393.87,344.12,510.91,415.71,455.17,371.68,1,395.89,414.71,375.35,392.31,422.69,387.91,397.75,385.2,594.11,657.93,477.8,500.77,654.64,590.99,496.39,530.55,601.97,524.8,613.68,668.11,582.32,590.68,549.36,2,618.67,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,634.83,635.6,4,645.48,692.27,565.06,601.02,657.71
"174",1052050102,586.23,621.79,663.73,636.77,509.82,477.53,653.13,496.59,665.4,503.54,585.09,633.98,565.14,654.86,4,551.98,548.15,537.75,450.09,670.61,406.48,621.46,647.25,654.75,656.1,574.26,655.83,549.59,4,781.16,726.51,713.44,656.96,627.76,761.71,507.94,503.14,594.11,578.24,559.16,526.86,592.64,636.29,496.39,626.91,601.97,555.81,661.81,556.51,552.52,661.88,603.09,3,669.69,580.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.39,582.24,619.32,4,513.12,419.8,409.25,401.37,496.96
"175",1052050103,586.23,621.79,663.73,636.77,449.28,707.23,653.13,658.28,534.49,693.47,710.87,555.43,682.82,654.86,4,663,496.07,674.68,659.91,670.61,579.17,621.46,647.25,654.75,656.1,634.15,575.52,549.59,3,618.24,662.82,548.18,534.62,548.26,576.36,507.18,525.62,594.11,617.92,477.8,526.86,592.64,460.4,529.45,530.55,512.43,495.98,535.26,668.11,582.32,525.01,603.09,2,532.6,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,592.47,643.72,4,629.32,608.86,567.61,651.81,617.47
"176",1052050104,586.23,621.79,663.73,636.77,691.82,650.77,593.96,647.39,611.11,547.03,555.92,555.43,682.82,654.86,4,663,447.47,674.68,659.91,512.73,362.41,621.46,647.25,580.19,656.1,634.15,417.41,549.59,2,492.37,500.15,486.89,460.49,719.74,508.76,504.57,649.57,594.11,544.23,684.68,697.85,694.1,590.99,496.39,614.8,601.97,633.71,535.26,624.2,490.34,566.24,603.09,NA,532.6,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.57,557.39,554.31,3,551.88,556.41,565.06,524.46,528.33
"177",1052050105,586.23,621.79,663.73,636.77,691.82,707.23,593.96,521.41,534.49,693.47,710.87,680.87,682.82,654.86,4,514.42,590.07,451.86,423.96,603.79,568.52,572.01,465.61,523.15,601.61,574.26,575.52,549.59,3,614.49,602.64,607.1,754.14,511.16,642.31,605.09,649.11,594.11,511.46,446.41,500.77,530.27,460.4,529.45,449.47,397.71,405.21,535.26,500.03,552.52,488.15,357.44,2,367.03,591.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.46,557.39,598.82,4,550.26,616.44,624.7,571.88,477.59
"178",1052050106,517.63,567.66,482.79,538.65,449.28,413.16,593.96,658.28,611.11,410.06,423.91,480.13,617.38,519.87,3,663,630.04,537.75,489.73,436.06,437.42,375.04,418.45,414.94,551.24,457.75,491.99,549.59,1,393.08,354.83,428.44,399.45,407.12,383.1,391.77,405.08,594.11,657.93,620.76,526.86,654.64,544.52,343.73,589.88,601.97,677,661.81,668.11,422.62,638.86,668.21,4,569.91,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.48,655.8,650.78,4,574.64,646.77,468.67,604.47,588.4
"179",1052050107,586.23,621.79,588.3,636.77,584.42,707.23,541.37,496.59,246.43,503.54,569.42,527.65,529.65,654.86,4,663,526.81,511.58,550.49,483.56,437.42,621.46,544.23,580.19,510.91,634.15,555.26,371.68,3,599.19,665.2,540.31,657.27,579.43,675.45,621.45,569.85,544.56,617.92,514.52,526.86,570.14,590.99,496.39,530.55,512.43,555.81,422.9,668.11,610.54,577.99,512.44,3,474.33,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.14,548.86,590.75,3,500.58,494.05,525.72,501.18,506.75
"180",1052050108,338.76,342.7,306.97,460.17,330.58,347.69,234.46,387.97,246.43,410.06,313.57,297.66,456.94,415.22,1,438.11,372.19,394.66,516.19,512.73,518.635,211.77,465.61,486.37,473.11,353.85,417.41,549.59,3,524.36,523.1,540.64,621.62,527.94,583.98,397.75,666.54,594.11,578.24,559.16,552.47,694.1,636.29,529.45,530.55,601.97,633.71,661.81,668.11,422.62,534.71,668.21,3,669.69,449.77,636.43,635.19,588.3,526.64,638.41,580.83,539.91,579.75,567.81,507.67,551.69,429.66,462.01,458.69,2,504.65,503.85,463.86,486.63,474.39
"181",1052050109,458.53,486.39,451.28,636.77,421.03,539.17,504.06,658.28,534.49,547.03,479.58,378.99,529.65,555.37,2,663,372.19,674.68,659.91,603.79,NA,621.46,647.25,654.75,397.09,522.2,519.31,371.68,3,554.89,575.82,498.28,496.36,627.76,521.21,507.94,481.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.09,NA,418.06,328.15,1,328.03,NA,NA,292.39,361.97
"182",1052050110,586.23,621.79,663.73,636.77,584.42,707.23,653.13,658.28,665.4,611.31,710.87,589.16,617.38,654.86,4,663,590.07,674.68,659.91,670.61,416.62,621.46,647.25,654.75,656.1,634.15,488.67,376.02,4,652.49,712.18,570.97,668.89,548.26,681.07,507.18,656.69,594.11,544.23,514.52,526.86,570.14,420.46,560.57,530.55,601.97,677,613.68,556.51,490.34,534.71,512.44,3,501.49,538.63,525.23,586.74,588.3,526.64,486.54,547.54,396.69,505.2,503.59,696.96,551.69,656.73,570.2,595.41,4,700.8,608.86,567.61,651.81,667.4
"183",1052050111,586.23,621.79,588.3,636.77,584.42,601.41,541.37,658.28,565.71,693.47,533.02,480.13,682.82,602.75,4,663,526.81,674.68,659.91,670.61,487.655,621.46,647.25,580.19,551.24,634.15,519.31,371.68,3,561.14,562.68,570.7,635.78,719.74,639.94,707.92,649.57,403.4,400.91,559.16,552.47,474.8,460.4,750.43,513.41,601.97,633.71,535.26,431.6,422.62,497.19,435.97,3,501.49,538.63,398.41,487.88,647.35,356.24,554.58,520.18,472.91,505.2,552.91,430.75,551.69,577.07,584.32,576.35,3,626.96,580.9,565.06,601.02,657.71
